,YEAR,STATE,LESS_HS,HS,SOM_COL,COL_PLUS
0,2008,California,0.061313360041804564,0.07479700187382886,0.06561976738923836,0.077315296566077
69886,2009,California,0.05862685190522856,0.07459135906684061,0.0608274647887324,0.07367392087256264
142071,2010,California,0.05649588289112535,0.07249337873628453,0.05764889737801704,0.06750345918165647
214623,2011,California,0.05658119658119658,0.06554511688879179,0.05784876252462105,0.07244965927140441
288201,2012,California,0.052275773646482886,0.0679931184082579,0.05635111730663625,0.06916455192317261
361128,2013,California,0.04427842565597668,0.06500260010400416,0.05474743240410816,0.06845224207923102
435265,2014,California,0.04271577101340348,0.061068128896567264,0.056244445384908366,0.06901975297219781
509002,2015,California,0.04072368847675248,0.060492466005145164,0.05249019273409517,0.06662845048064203
583290,2016,California,0.03771682129891085,0.06605836663901668,0.05317026628502038,0.0666293634055008
656675,2017,California,0.03779111301614516,0.06315251514930277,0.0533025846314507,0.06275737110854884
731143,2018,California,0.03206782159970512,0.05973337261545261,0.048999784899978485,0.06434080645805859
805909,2019,California,0.03420708740103005,0.05685796924950525,0.053224570733246206,0.06304728546409807
880497,2008,North Carolina,0.062444246208742185,0.06814941545480467,0.05853658536585366,0.07231283159756338
898131,2009,North Carolina,0.06449721489299326,0.06870229007633588,0.06034750232702452,0.07147018838609437
916451,2010,North Carolina,0.05533834586466165,0.0779554540262707,0.06442831215970962,0.06952191235059761
934481,2011,North Carolina,0.06215022091310751,0.06605399195864446,0.060276826908766186,0.06471998256700806
952462,2012,North Carolina,0.0496875,0.06747512437810946,0.05843230403800475,0.07179147338193062
969332,2013,North Carolina,0.04698608964451314,0.05695243865495304,0.05299608551641072,0.05983389958474896
987487,2014,North Carolina,0.04048070841239722,0.06721105527638191,0.05402542372881356,0.07097882083571838
1005476,2015,North Carolina,0.039461609054756805,0.05957311245619624,0.057092875318066165,0.06842692450725177
1023281,2016,North Carolina,0.031416902293433864,0.058693594193751975,0.05875900971482294,0.06636315881631938
1041499,2017,North Carolina,0.031682559212549984,0.06015960712093309,0.05545112781954887,0.07371418998157145
1060146,2018,North Carolina,0.03932946486137976,0.0555729004058695,0.05525291828793773,0.06430659304969145
1078869,2019,North Carolina,0.031197584703119764,0.06335109532267615,0.056823623304070224,0.06890373024922626
1097619,2008,Ohio,0.04966641957005189,0.06525315298848472,0.06068528966561167,0.08321060382916053
1119317,2009,Ohio,0.04676169042260565,0.061648877438351124,0.06631407648494711,0.07973048848961257
1141389,2010,Ohio,0.043118576084231634,0.06594488188976377,0.06180081855388812,0.07371323529411765
1162550,2011,Ohio,0.0451530612244898,0.06426886792452831,0.05601984852441892,0.0811932042670881
1184107,2012,Ohio,0.04645622394282311,0.06347305389221558,0.05840627829761545,0.07677589093518297
1201951,2013,Ohio,0.036650615302300696,0.06587837837837837,0.05890880337374803,0.06915854098952691
1222841,2014,Ohio,0.04214765100671141,0.0582874099194574,0.057271733187534174,0.07015669515669516
1243910,2015,Ohio,0.04152915291529153,0.06790256520801898,0.05415754923413567,0.0761080699276002
1264693,2016,Ohio,0.038331454340473504,0.06299212598425198,0.05675597810429271,0.06867989646246764
1285036,2017,Ohio,0.03666571183042108,0.0700261780104712,0.057214624616243374,0.07462932454695223
1306065,2018,Ohio,0.03588860178007465,0.06798679867986797,0.058689458689458684,0.07283689098908261
1326937,2019,Ohio,0.037674280628893504,0.061830893598426924,0.054599850411368736,0.08061175720885773
1347640,2008,Illinois,0.04775280898876405,0.06698564593301436,0.06278412581398206,0.08207683230628032
1372290,2009,Illinois,0.049065946432590594,0.06892982819292072,0.06085444610034774,0.0753669178897263
1397041,2010,Illinois,0.039535403171766806,0.0693886185741485,0.05772113943028486,0.07884295405094073
1421580,2011,Illinois,0.04090706980880391,0.06339511373209772,0.051910140880822436,0.07353142544159934
1445799,2012,Illinois,0.04378402903811252,0.05499340079190497,0.054040404040404035,0.07125796178343949
1469702,2013,Illinois,0.03424657534246575,0.060143626570915626,0.05019011406844106,0.07411116675012519
1493980,2014,Illinois,0.033595425303788416,0.06350314026517795,0.05377604166666667,0.07625079164027866
1517799,2015,Illinois,0.0339781746031746,0.05771842462652784,0.059420483375617575,0.07238673753480132
1541362,2016,Illinois,0.02873124841088228,0.06484804977267289,0.0532156705441904,0.0729556709747554
1564880,2017,Illinois,0.03461637819684836,0.05867346938775511,0.05595567867036011,0.07702803274621682
1588135,2018,Illinois,0.028259130898427087,0.06335822693326909,0.05928581276713085,0.07489401789919925
1611558,2019,Illinois,0.027509926262053317,0.05496499870365569,0.05,0.06853509185115403
1634174,2016,Wyoming,0.07446808510638298,0.06635071090047394,0.07542579075425791,0.09777777777777777
1635100,2017,Wyoming,0.011627906976744186,0.08636363636363636,0.06521739130434782,0.06551724137931035
1636079,2008,Louisiana,0.06955530216647662,0.07015945330296128,0.08045977011494253,0.078777189888301
1644111,2009,Louisiana,0.05885588558855887,0.06941230911614993,0.05832693783576363,0.07601438109912688
1652485,2010,Louisiana,0.048845947396672036,0.08667287977632805,0.06556141672946496,0.08277289187790997
1660911,2011,Louisiana,0.045375218150087264,0.07101167315175097,0.06911928651059086,0.06685393258426968
1668930,2012,Louisiana,0.050741163055872285,0.05988023952095808,0.05848375451263538,0.07079181961195595
1677187,2013,Louisiana,0.04978749241044323,0.0748853795211411,0.0611945767680469,0.06785537394749876
1685415,2014,Louisiana,0.03905249679897567,0.0665291387313048,0.05468451242829828,0.07007007007007007
1693383,2015,Louisiana,0.04486345903771132,0.07116303770578862,0.07456472369417108,0.07194244604316546
1701370,2016,Louisiana,0.050558108995403805,0.06745182012847965,0.058130081300813014,0.06929740134744948
1709184,2017,Louisiana,0.04808317089018843,0.05463310123192287,0.0604206500956023,0.07446808510638298
1717260,2018,Louisiana,0.0403899721448468,0.07206266318537859,0.06885758998435054,0.06247191011235955
1725242,2019,Louisiana,0.044299201161946265,0.07736063708759955,0.05423865006026517,0.0631346578366446
1733120,2008,Indiana,0.05103969754253308,0.07251424952501584,0.060669946123213865,0.0912574016022292
1745762,2009,Indiana,0.051331532226939404,0.07425580634609094,0.06633461625537695,0.0756638777737359
1758456,2010,Indiana,0.0536623580101841,0.06297646668876368,0.057984790874524725,0.07331166486096062
1770745,2011,Indiana,0.05863708399366085,0.054195233431276524,0.06315789473684211,0.07069913589945012
1783144,2012,Indiana,0.05988515176374078,0.05944424903271193,0.06549520766773162,0.07944097094520045
1795233,2013,Indiana,0.04454621149042465,0.059669302659956874,0.05703855806525211,0.07818052594171998
1807370,2014,Indiana,0.04409317803660566,0.0632368703108253,0.06173126015316779,0.07409925220938138
1819696,2015,Indiana,0.04015544041450777,0.06263656227239621,0.05630470783061273,0.0779401530967293
1831659,2016,Indiana,0.04584775086505191,0.05598813496477568,0.06188534420724395,0.08451656524678837
1843546,2017,Indiana,0.03288288288288288,0.0646014355874575,0.049500237981913366,0.07292993630573248
1855468,2018,Indiana,0.036761487964989056,0.07563959955506118,0.058136764355492025,0.0777218376337319
1867709,2019,Indiana,0.029843675982946467,0.06882591093117409,0.05547480620155039,0.0712054965646471
1879807,2008,Wisconsin,0.03608247422680412,0.06607073455110765,0.06358073955839319,0.09841398942659617
1890124,2009,Wisconsin,0.03763440860215054,0.06152549515381374,0.0658071447757185,0.08330027766759222
1900531,2010,Wisconsin,0.03905390539053905,0.06563545150501672,0.059628008752735225,0.09126671911880407
1910725,2011,Wisconsin,0.0333889816360601,0.05758683729433273,0.0549792531120332,0.07628865979381444
1920885,2012,Wisconsin,0.04265402843601896,0.059027777777777776,0.0576923076923077,0.0740015661707126
1930525,2013,Wisconsin,0.031395348837209305,0.05099439061703213,0.05851212036779047,0.07907159716758458
1940167,2014,Wisconsin,0.03143534994068802,0.05946481665014866,0.060171128898702735,0.07283236994219654
1949839,2015,Wisconsin,0.035992801439712056,0.054429028815368194,0.05625,0.07886792452830188
1959341,2016,Wisconsin,0.033249686323713924,0.0693175711982805,0.06378600823045268,0.07723577235772358
1968632,2017,Wisconsin,0.026119402985074626,0.06540084388185655,0.058857979502196185,0.08035087719298245
1978253,2018,Wisconsin,0.031211750305997564,0.05692391899288452,0.05889145496535798,0.08027923211169284
1987956,2019,Wisconsin,0.02996005326231691,0.05672268907563025,0.05638524839987809,0.08394648829431438
1997613,2008,Rhode Island,0.06267806267806267,0.06476683937823834,0.06220839813374806,0.07627118644067797
1999564,2009,Rhode Island,0.036036036036036036,0.05432098765432099,0.031292517006802724,0.08070175438596491
2001578,2010,Rhode Island,0.02638522427440633,0.06476683937823834,0.056213017751479286,0.06259780907668233
2003638,2011,Rhode Island,0.05678233438485805,0.061576354679802964,0.0636237897648686,0.07119741100323625
2005659,2012,Rhode Island,0.04013377926421405,0.02729528535980149,0.04145077720207254,0.07165109034267912
2007721,2013,Rhode Island,0.031055900621118005,0.05882352941176471,0.04195804195804196,0.07503828483920368
2009798,2014,Rhode Island,0.030959752321981424,0.03669724770642202,0.04005524861878453,0.0568561872909699
2011833,2015,Rhode Island,0.0364963503649635,0.06326034063260341,0.0425531914893617,0.0781758957654723
2013770,2016,Rhode Island,0.02527075812274368,0.04736842105263158,0.047244094488188976,0.05598755832037325
2015655,2017,Rhode Island,0.044609665427509285,0.05054945054945055,0.033383915022761765,0.07429420505200594
2017656,2018,Rhode Island,0.04230769230769231,0.04784688995215311,0.03474320241691843,0.061349693251533735
2019620,2019,Rhode Island,0.0136986301369863,0.032432432432432434,0.033277870216306155,0.06005586592178772
2021500,2008,Michigan,0.04173862982153138,0.06388206388206387,0.061025342266239437,0.0859122401847575
2039810,2009,Michigan,0.03653788559448937,0.06150743634988656,0.0610024988975452,0.08279800142755175
2057901,2010,Michigan,0.04180352343983278,0.06520562770562771,0.054629353974397145,0.07810650887573964
2075557,2011,Michigan,0.04291707002258793,0.05503318584070797,0.053296786965128684,0.07701622668927101
2092758,2012,Michigan,0.0308641975308642,0.06980703745743473,0.053736874613959235,0.07127166219184769
2109598,2013,Michigan,0.03490627020038785,0.06818181818181818,0.05981618200994425,0.08005427408412483
2126885,2014,Michigan,0.03496973772696705,0.06832484267305962,0.06397730854081311,0.07276413606668168
2143648,2015,Michigan,0.036569148936170214,0.06067205973864344,0.05725614591593973,0.07383156468728833
2160352,2016,Michigan,0.036001398112548065,0.06628674265146971,0.05848810687520365,0.07106710671067107
2176926,2017,Michigan,0.0325149303251493,0.061139278258276177,0.05545409264486136,0.0761865112406328
2193923,2018,Michigan,0.03494528768090364,0.06183692027887239,0.05118308441013593,0.06968933669185558
2210592,2019,Michigan,0.03130622526088521,0.06180949537175276,0.05582191780821919,0.07199673669182133
2227338,2008,New Jersey,0.03618982587913964,0.07073310423825888,0.07037930278447709,0.08746307843780768
2244013,2009,New Jersey,0.0348294434470377,0.06732495511669659,0.05595315549772284,0.07879704301075269
2260636,2010,New Jersey,0.030346820809248564,0.0642982971227246,0.05348202093764224,0.0802130406714009
2277063,2011,New Jersey,0.030895983522142127,0.06291390728476821,0.055278470490440566,0.0782198246797033
2293844,2012,New Jersey,0.03566481994459834,0.05691318327974276,0.053353996015054236,0.07923089673462623
2310126,2013,New Jersey,0.03514376996805112,0.05712431028886725,0.05110961667787491,0.07113919948144548
2326397,2014,New Jersey,0.02776749352091817,0.05723793677204659,0.0495813133539004,0.0725094577553594
2342808,2015,New Jersey,0.02547021943573668,0.061870003475842886,0.05445431761221235,0.07369578881206787
2358804,2016,New Jersey,0.02171384257464133,0.05780141843971631,0.052708997303260605,0.07252027448533999
2374411,2017,New Jersey,0.02026221692491061,0.05510907003444317,0.05148166750376696,0.07091988130563798
2390128,2018,New Jersey,0.028101164191087918,0.0656795747911921,0.04964188688565078,0.06975406299439091
2406138,2019,New Jersey,0.01810154525386314,0.053873377900117966,0.04993429697766097,0.07125
2421933,2008,Texas,0.0692361353331008,0.09261290000996908,0.07403397171279691,0.08708998421329593
2468643,2009,Texas,0.06936776491540518,0.08726808677726514,0.07064821558630735,0.08584961515689757
2516796,2010,Texas,0.05685936151855048,0.08423220239262601,0.0675746122768148,0.07768301950519294
2564738,2011,Texas,0.06181438272679784,0.08211946426825692,0.06225277219376176,0.07010666423557298
2612457,2012,Texas,0.056893900563813424,0.07688797627195984,0.06268524007113219,0.07367764730333576
2653256,2013,Texas,0.05127974044700793,0.0786550287641341,0.06432748538011697,0.06957270308342464
2702372,2014,Texas,0.050298618887644635,0.0815804993119717,0.06255930166360933,0.0723378306273344
2751631,2015,Texas,0.046028143440762594,0.08053561032408306,0.06537607108854332,0.07211075738505959
2801678,2016,Texas,0.049827377064477,0.07778209361040979,0.05960347739070612,0.0754407251445293
2851959,2017,Texas,0.04001865671641791,0.07230887733487387,0.06367866764633848,0.07704212084510834
2903878,2018,Texas,0.041694494800114494,0.0721621125985696,0.05763269437590941,0.07259984131182227
2955758,2019,Texas,0.03523956723338485,0.0674682698730795,0.0627046084109796,0.07101983723296032
3007539,2008,Nebraska,0.026178010471204192,0.057283142389525366,0.06422764227642276,0.0884109916367981
3010649,2009,Nebraska,0.06445993031358885,0.07026143790849672,0.06833333333333333,0.10232558139534884
3013875,2010,Nebraska,0.04804270462633452,0.07360861759425494,0.05785123966942149,0.09069767441860466
3016958,2011,Nebraska,0.02037351443123939,0.07859531772575251,0.08233532934131736,0.07737397420867527
3020313,2012,Nebraska,0.03639514731369151,0.062,0.06605922551252848,0.09398099260823653
3023404,2013,Nebraska,0.043327556325823226,0.08455882352941177,0.06854838709677419,0.10362173038229376
3026699,2014,Nebraska,0.03785488958990536,0.07468123861566485,0.06910246227164417,0.0937178166838311
3030060,2015,Nebraska,0.051056338028169015,0.0851063829787234,0.0625,0.09559613319011816
3033218,2016,Nebraska,0.035211267605633804,0.08653846153846154,0.061932287365813375,0.10357815442561204
3036484,2017,Nebraska,0.042662116040955635,0.08540925266903915,0.06672091131000814,0.10546139359698682
3039699,2018,Nebraska,0.03202846975088968,0.06928838951310863,0.06478405315614617,0.09423604757548032
3043013,2019,Nebraska,0.02836879432624113,0.05849056603773585,0.06303236797274275,0.09035087719298246
3046410,2008,Massachusetts,0.03874813710879285,0.059726962457337884,0.049461177120751584,0.07211632933778739
3059191,2009,Massachusetts,0.03199174406604747,0.06002667852378835,0.04656319290465632,0.07369831546707503
3072150,2010,Massachusetts,0.030332681017612526,0.05132743362831858,0.04778060503251343,0.07203630175836642
3085031,2011,Massachusetts,0.03458076740881099,0.06212251941328732,0.04269816034521917,0.07104900610116119
3098768,2012,Massachusetts,0.022893326838772533,0.053772405168820335,0.04516755706653716,0.06303889634029508
3112288,2013,Massachusetts,0.03121801432958035,0.0530035335689046,0.043073047858942067,0.0649398029916089
3125733,2014,Massachusetts,0.02223345123799899,0.04442387783433596,0.044519656339494916,0.06415770609318996
3139155,2015,Massachusetts,0.029115934356802545,0.0602803738317757,0.039323046291687404,0.06740779954120346
3152702,2016,Massachusetts,0.030091348737238045,0.05904761904761905,0.04148527528809218,0.062414266117969824
3166146,2017,Massachusetts,0.03461330448891293,0.05993233446109233,0.0440381148596446,0.061152882205513785
3179672,2018,Massachusetts,0.02045328911000553,0.04670599803343167,0.036585365853658534,0.06170247132934905
3193299,2019,Massachusetts,0.019053117782909933,0.04032258064516129,0.03682487725040917,0.05793760565544798
3207140,2008,Pennsylvania,0.04183266932270916,0.06294282418849892,0.061091854419410736,0.0794944287377349
3229649,2009,Pennsylvania,0.040469973890339433,0.059694129255056724,0.05158332139274968,0.08218076551945963
3252637,2010,Pennsylvania,0.04625606951188346,0.05390557939914163,0.05422391113709442,0.07596552824768593
3274890,2011,Pennsylvania,0.03705583756345178,0.062066574202496526,0.049707602339181284,0.07430389817024663
3298172,2012,Pennsylvania,0.04449152542372881,0.05567300916138125,0.046978954514596064,0.06819610307982403
3320900,2013,Pennsylvania,0.04392265193370167,0.05956678700361012,0.04607344244258011,0.07276258777827581
3343597,2014,Pennsylvania,0.04218362282878412,0.059633027522935776,0.046654301612212866,0.07233031338185059
3365927,2015,Pennsylvania,0.03804050355774494,0.057737627651217586,0.04578313253012048,0.07501485442661912
3388081,2016,Pennsylvania,0.04479315263908702,0.05413215180119438,0.05011053795136329,0.07416990081931868
3410166,2017,Pennsylvania,0.03914893617021276,0.0633901705115346,0.04620800938829397,0.07275966018087147
3432430,2018,Pennsylvania,0.043105909220668,0.054786508091245856,0.04558361978777462,0.07149627623561274
3454761,2019,Pennsylvania,0.037148897614013895,0.06183456183456184,0.046818538884524745,0.06878596875856399
3476528,2008,Washington,0.05278969957081545,0.08161582852431988,0.0682578630381441,0.07847597384134206
3488980,2009,Washington,0.04960727573377429,0.07558609539207761,0.06333333333333334,0.0789027149321267
3501849,2010,Washington,0.04541559554413025,0.07329192546583851,0.06402845709204091,0.069849931787176
3514453,2011,Washington,0.04514187446259673,0.06262386048355133,0.058480749219562964,0.07372505543237251
3527537,2012,Washington,0.03381849315068493,0.07234726688102894,0.062432954301652015,0.07399103139013452
3540259,2013,Washington,0.04367816091954023,0.05840033855268726,0.056878306878306875,0.07746848739495799
3552942,2014,Washington,0.050610031631269765,0.07312996239030506,0.05331318799913663,0.07139278557114229
3566061,2015,Washington,0.03476297968397291,0.06330645161290323,0.05995623632385121,0.06900697283000723
3579335,2016,Washington,0.03864948911594847,0.07281964436917866,0.05537902859736723,0.07552383145291272
3592522,2017,Washington,0.047247507585609014,0.07497962510187449,0.06441784548422197,0.07682234831951112
3606361,2018,Washington,0.027576853526220614,0.06135717188134904,0.06405003234850119,0.06552647846692768
3620396,2019,Washington,0.040354767184035474,0.06973347937203359,0.062119895742832325,0.06810396937336287
3634946,2008,New York,0.04743083003952569,0.06484268125854993,0.054704595185995616,0.06926837351893281
3671642,2009,New York,0.046875,0.06615059817030261,0.04971181556195965,0.06984695538912407
3708819,2010,New York,0.048414023372287146,0.06768093274562775,0.0523051286798741,0.06442353691596236
3745685,2011,New York,0.05134474327628362,0.0652230971128609,0.049459824442943966,0.07001534361624809
3784159,2012,New York,0.04723969252271139,0.0660830273933917,0.04712487240558013,0.06470729558741091
3821896,2013,New York,0.04462057830617936,0.061887863733144075,0.04851775249913823,0.06658986175115207
3859805,2014,New York,0.04213694507148232,0.06288943631357774,0.04473800088066932,0.06429101707498144
3897780,2015,New York,0.04049079754601227,0.0573343261355175,0.046383016680046386,0.06419861906860584
3935440,2016,New York,0.04004967401428128,0.061623396001193674,0.04734708916728077,0.06458619940627036
3972676,2017,New York,0.03532219570405728,0.056475458308693084,0.048104400838254915,0.06489861783484177
4010039,2018,New York,0.03336113427856547,0.06526315789473684,0.04404220307811441,0.06277274253105067
4047562,2019,New York,0.03526093088857546,0.05784504720515511,0.04619349722442506,0.06219599195797393
4085391,2008,Mississippi,0.06513105639396348,0.06573859242072701,0.07572056668295066,0.08056872037914692
4090862,2009,Mississippi,0.059504132231404966,0.06727574750830564,0.07889344262295082,0.07078039927404718
4096158,2010,Mississippi,0.06978653530377668,0.0893760539629005,0.0736318407960199,0.07129963898916968
4100927,2011,Mississippi,0.04326123128119801,0.06109822119102864,0.05516014234875445,0.07931726907630522
4106604,2012,Mississippi,0.04085257548845471,0.06304176516942474,0.06981044845122515,0.06771344455348381
4112047,2013,Mississippi,0.0566873339238264,0.08453085376162299,0.06675874769797421,0.07019143117593436
4117022,2014,Mississippi,0.028419182948490232,0.060109289617486336,0.0602990834539315,0.07105263157894738
4122364,2015,Mississippi,0.03513513513513514,0.06144781144781145,0.048967834853576565,0.06365313653136531
4127578,2016,Mississippi,0.04206500956022945,0.07053571428571427,0.06194690265486725,0.06689246401354784
4132855,2017,Mississippi,0.040816326530612235,0.05022421524663677,0.059049447911665866,0.07372072853425846
4138076,2018,Mississippi,0.035306334371754934,0.06863679694947569,0.05688336520076483,0.06757843925985517
4143354,2019,Mississippi,0.03741152679474216,0.06111111111111111,0.055636187711659416,0.06972639011473962
4148490,2008,Virginia,0.03975993998499625,0.06004543979227524,0.06036092097075296,0.07721351708514253
4163957,2009,Virginia,0.03690616411464468,0.06735235567352356,0.055612770339855816,0.07909919970221478
4179671,2010,Virginia,0.037509976057462084,0.0727891156462585,0.05904761904761905,0.06639616377720399
4194923,2011,Virginia,0.04132569558101473,0.061029662461643375,0.05350028457598178,0.07683397683397683
4210605,2012,Virginia,0.03580246913580247,0.06023294509151415,0.058987090367428,0.07450008847991506
4226417,2013,Virginia,0.031732776617954074,0.058416868302799865,0.05223880597014925,0.06945169712793732
4242319,2014,Virginia,0.023331968890708144,0.06520960229308491,0.047833758086649684,0.07907771135781383
4258246,2015,Virginia,0.02843601895734597,0.06301764494058336,0.048516990768022,0.07403035413153458
4274149,2016,Virginia,0.03483870967741935,0.05806451612903226,0.04670558798999167,0.0759661635428761
4289677,2017,Virginia,0.0232258064516129,0.05682684973302823,0.0474430067775724,0.07711797307996833
4305615,2018,Virginia,0.021353930031803726,0.06042955951947579,0.059601259181532,0.06650980392156862
4321547,2019,Virginia,0.018633540372670808,0.06153265383163457,0.053567459435430086,0.07265894143438772
4337277,2008,Arizona,0.06649522409992653,0.08308854385228702,0.07520275251904644,0.07664627563871898
4348933,2009,Arizona,0.05929304446978336,0.0796925566343042,0.07187578261958427,0.07114337568058078
4360741,2010,Arizona,0.05416826738378794,0.07574468085106383,0.07050669216061185,0.06462457975345537
4372255,2011,Arizona,0.06035113386978785,0.07460890493381467,0.06907192024685498,0.07066869300911854
4384222,2012,Arizona,0.05616698292220114,0.08227589029881294,0.06969552806850618,0.07656529516994633
4396099,2013,Arizona,0.04929322218194998,0.07468198604842019,0.06776034236804565,0.06862745098039216
4408258,2014,Arizona,0.04117181314330958,0.07245762711864406,0.06663376110562685,0.06648666891663854
4420024,2015,Arizona,0.04903474903474903,0.06557377049180327,0.06746411483253588,0.07553956834532374
4432061,2016,Arizona,0.05159332321699545,0.059754649782350615,0.056142034548944335,0.07247318817029574
4444269,2017,Arizona,0.0421591804570528,0.0788,0.05915562101129111,0.07541385652973635
4456545,2018,Arizona,0.041312272174969626,0.07710747103475829,0.0638708122439142,0.07595712098009189
4468827,2019,Arizona,0.03796376186367558,0.06884343036978757,0.057787698412698416,0.06361031518624642
4481160,2014,Montana,0.03448275862068965,0.0670391061452514,0.0634648370497427,0.09067357512953368
4482395,2015,Montana,0.0371900826446281,0.08734939759036145,0.06483300589390963,0.10068649885583524
4483821,2017,Montana,0.05147058823529412,0.07084468664850138,0.06956521739130435,0.07099391480730223
4485499,2008,Georgia,0.05897370436558591,0.07551164431898377,0.0628428927680798,0.0771989429973575
4504576,2009,Georgia,0.05674128058302968,0.06784037558685446,0.06653426017874876,0.07537960954446854
4524170,2010,Georgia,0.05446678544158818,0.06904122956818738,0.06892599869024231,0.0752748276504565
4543271,2011,Georgia,0.051568314726209465,0.06823585354255825,0.0605414273995078,0.0665391156462585
4561842,2012,Georgia,0.05293276108726753,0.06402604449267499,0.061533172911653486,0.0712484237074401
4579173,2013,Georgia,0.04446825609429413,0.06652474720596062,0.0568146049732452,0.07325319308790383
4598057,2014,Georgia,0.0484048404840484,0.06889297922692611,0.05855562784645413,0.07011344615956852
4616810,2015,Georgia,0.045328142380422695,0.06910246227164417,0.06403780348704577,0.06592419615591881
4635601,2016,Georgia,0.038982582250483816,0.07337180544105522,0.05916187345932621,0.06782055810667609
4654214,2017,Georgia,0.03825292606337425,0.07157622739018088,0.059983429991714986,0.068303648625281
4673262,2018,Georgia,0.03318777292576418,0.06810897435897435,0.05580394104984269,0.0609469442578912
4692298,2019,Georgia,0.03536110278693437,0.06609117885082277,0.057128063513979976,0.06681877444589307
4711155,2008,Maryland,0.042517945886250685,0.0656730321378668,0.06022235948116121,0.0856441717791411
4722057,2009,Maryland,0.046486486486486484,0.06609712230215828,0.060596446700507615,0.08210059171597632
4733294,2010,Maryland,0.04004329004329004,0.056595162026471926,0.06455617628801986,0.07036766496225956
4744445,2011,Maryland,0.05030071077091307,0.06221408966148216,0.054251752514477294,0.07307307307307308
4755558,2012,Maryland,0.04599056603773585,0.06309297912713473,0.05532544378698225,0.07134010403765173
4766573,2013,Maryland,0.036524626452684006,0.05073170731707317,0.04977238239757208,0.07031984948259642
4777774,2014,Maryland,0.03139269406392694,0.05473372781065089,0.05293580772741102,0.07209887846189059
4788984,2015,Maryland,0.04248183342649525,0.05963060686015832,0.054661402976009715,0.07151095732410613
4800012,2016,Maryland,0.027874564459930317,0.0596401028277635,0.05109728136259417,0.07409940720474238
4810990,2017,Maryland,0.036180308422301306,0.057585825027685486,0.052733118971061095,0.07771326485037962
4821946,2018,Maryland,0.034757834757834755,0.05448541552008807,0.05247718383311604,0.07345502529140092
4833033,2019,Maryland,0.03227771010962241,0.054455445544554455,0.043433652530779764,0.07705442902881537
4844095,2008,Minnesota,0.038437693738375696,0.07171775592828225,0.07138888888888889,0.09676232523914644
4853586,2009,Minnesota,0.027305825242718445,0.07096774193548387,0.06554668135499862,0.08775205377147123
4863196,2010,Minnesota,0.04019789734075448,0.06455696202531645,0.05877437325905292,0.08499818379949146
4872259,2011,Minnesota,0.03276622558286073,0.06528765352294763,0.0651565995525727,0.09373828271466067
4881476,2012,Minnesota,0.039310344827586205,0.06298110566829951,0.062047857540345024,0.0918328942416259
4890426,2013,Minnesota,0.03477690288713911,0.05620915032679739,0.06136560069144339,0.07876712328767123
4899725,2014,Minnesota,0.028513238289205708,0.07088781830695114,0.06161819752375468,0.08497669415561132
4908716,2015,Minnesota,0.024934383202099737,0.0577319587628866,0.06651040140638734,0.07994438651372958
4917759,2016,Minnesota,0.02633355840648211,0.06691176470588235,0.06713780918727916,0.08367768595041322
4926715,2017,Minnesota,0.03319783197831978,0.0696245733788396,0.06604050484297036,0.0868470736312146
